"CellID","Group","Cell","ExpLibSize","Matrix_Order","spatial_index","row","col","Checker_120_15","Mapped_Color"
"Type2_4571","Type2","Cell9144",58602.1593802732,9144,9224,76,103,"White","#8c510a"
"Type1_4574","Type1","Cell9145",53935.2064840671,9145,9063,75,62,"White","#35978f"
"Type2_4572","Type2","Cell9146",57004.7418366396,9146,9225,76,104,"White","#8c510a"
"Type1_4575","Type1","Cell9147",79506.2694609694,9147,9064,75,63,"White","#35978f"
"Type1_4576","Type1","Cell9148",67879.1045220673,9148,9073,75,72,"White","#35978f"
"Type1_4577","Type1","Cell9149",69070.798897185,9149,9076,75,75,"Black","#35978f"
"Type1_4578","Type1","Cell9150",58830.394274271,9150,9077,75,76,"Black","#35978f"
"Type1_4579","Type1","Cell9151",56344.9640651537,9151,9078,75,77,"Black","#35978f"
"Type2_4573","Type2","Cell9152",68903.1942535857,9152,9230,76,109,"Black","#8c510a"
"Type2_4574","Type2","Cell9153",51083.9053384106,9153,9241,77,0,"White","#8c510a"
"Type2_4575","Type2","Cell9154",57830.8053162242,9154,9243,77,2,"White","#8c510a"
"Type2_4576","Type2","Cell9155",88789.1148776194,9155,9246,77,5,"White","#8c510a"
"Type2_4577","Type2","Cell9156",64555.913994091,9156,9248,77,7,"White","#8c510a"
"Type2_4578","Type2","Cell9157",72999.4172989524,9157,9251,77,10,"White","#8c510a"
"Type2_4579","Type2","Cell9158",46133.8935550823,9158,9252,77,11,"White","#8c510a"
"Type2_4580","Type2","Cell9159",59817.1799552679,9159,9253,77,12,"White","#8c510a"
"Type2_4581","Type2","Cell9160",47131.9126374063,9160,9254,77,13,"White","#8c510a"
"Type2_4582","Type2","Cell9161",66002.5966301715,9161,9255,77,14,"White","#8c510a"
"Type2_4583","Type2","Cell9162",57307.0314264464,9162,9256,77,15,"Black","#8c510a"
"Type1_4580","Type1","Cell9163",58620.0767516159,9163,9079,75,78,"Black","#35978f"
"Type1_4581","Type1","Cell9164",76701.7827664367,9164,9080,75,79,"Black","#35978f"
"Type1_4582","Type1","Cell9165",60063.5809326988,9165,9081,75,80,"Black","#35978f"
"Type1_4583","Type1","Cell9166",75994.1685910256,9166,9082,75,81,"Black","#35978f"
"Type1_4584","Type1","Cell9167",73182.288133567,9167,9083,75,82,"Black","#35978f"
"Type2_4584","Type2","Cell9168",52666.3655056612,9168,9260,77,19,"Black","#8c510a"
"Type2_4585","Type2","Cell9169",62960.282842654,9169,9263,77,22,"Black","#8c510a"
"Type1_4585","Type1","Cell9170",60354.4512385378,9170,9085,75,84,"Black","#35978f"
"Type2_4586","Type2","Cell9171",64563.5545834523,9171,9270,77,29,"Black","#8c510a"
"Type1_4586","Type1","Cell9172",52600.3069779629,9172,9086,75,85,"Black","#35978f"
"Type1_4587","Type1","Cell9173",93351.4595476167,9173,9087,75,86,"Black","#35978f"
"Type1_4588","Type1","Cell9174",67749.4934849345,9174,9088,75,87,"Black","#35978f"
"Type2_4587","Type2","Cell9175",77736.8109748119,9175,9271,77,30,"White","#8c510a"
"Type1_4589","Type1","Cell9176",50872.5883404867,9176,9089,75,88,"Black","#35978f"
"Type1_4590","Type1","Cell9177",53572.0022257835,9177,9090,75,89,"Black","#35978f"
"Type2_4588","Type2","Cell9178",64772.0814334297,9178,9274,77,33,"White","#8c510a"
"Type2_4589","Type2","Cell9179",81317.0139000439,9179,9275,77,34,"White","#8c510a"
"Type1_4591","Type1","Cell9180",56619.5515156209,9180,9091,75,90,"White","#35978f"
"Type1_4592","Type1","Cell9181",91511.2168659221,9181,9106,75,105,"Black","#35978f"
"Type2_4590","Type2","Cell9182",68194.2090978622,9182,9276,77,35,"White","#8c510a"
"Type2_4591","Type2","Cell9183",66234.7354393152,9183,9277,77,36,"White","#8c510a"
"Type2_4592","Type2","Cell9184",62067.7300229715,9184,9278,77,37,"White","#8c510a"
"Type2_4593","Type2","Cell9185",55828.5110764764,9185,9279,77,38,"White","#8c510a"
"Type1_4593","Type1","Cell9186",49795.6556779075,9186,9108,75,107,"Black","#35978f"
"Type1_4594","Type1","Cell9187",43773.2312654366,9187,9109,75,108,"Black","#35978f"
"Type2_4594","Type2","Cell9188",50677.2770699232,9188,9280,77,39,"White","#8c510a"
"Type2_4595","Type2","Cell9189",59555.8570214477,9189,9282,77,41,"White","#8c510a"
"Type2_4596","Type2","Cell9190",63221.8341251062,9190,9283,77,42,"White","#8c510a"
"Type1_4595","Type1","Cell9191",60214.9682107638,9191,9110,75,109,"Black","#35978f"
"Type1_4596","Type1","Cell9192",60212.1806608529,9192,9111,75,110,"Black","#35978f"
"Type2_4597","Type2","Cell9193",56751.7777818884,9193,9284,77,43,"White","#8c510a"
"Type2_4598","Type2","Cell9194",69641.7870959803,9194,9285,77,44,"White","#8c510a"
"Type2_4599","Type2","Cell9195",58345.2271302978,9195,9290,77,49,"Black","#8c510a"
"Type2_4600","Type2","Cell9196",56530.2135875498,9196,9296,77,55,"Black","#8c510a"
"Type2_4601","Type2","Cell9197",59112.2909163909,9197,9297,77,56,"Black","#8c510a"
"Type1_4597","Type1","Cell9198",66611.5197586308,9198,9113,75,112,"Black","#35978f"
"Type2_4602","Type2","Cell9199",60217.8390551752,9199,9298,77,57,"Black","#8c510a"
"Type1_4598","Type1","Cell9200",80539.8502833208,9200,9114,75,113,"Black","#35978f"
"Type1_4599","Type1","Cell9201",52209.1256399755,9201,9115,75,114,"Black","#35978f"
"Type1_4600","Type1","Cell9202",47225.6016727041,9202,9116,75,115,"Black","#35978f"
"Type1_4601","Type1","Cell9203",70916.3648254464,9203,9117,75,116,"Black","#35978f"
"Type1_4602","Type1","Cell9204",47640.6738696629,9204,9118,75,117,"Black","#35978f"
"Type2_4603","Type2","Cell9205",48925.4368977163,9205,9304,77,63,"White","#8c510a"
"Type2_4604","Type2","Cell9206",57535.7133371576,9206,9306,77,65,"White","#8c510a"
"Type2_4605","Type2","Cell9207",54592.0437720006,9207,9308,77,67,"White","#8c510a"
"Type2_4606","Type2","Cell9208",65624.7886539591,9208,9309,77,68,"White","#8c510a"
"Type1_4603","Type1","Cell9209",39840.0695836176,9209,9119,75,118,"Black","#35978f"
"Type2_4607","Type2","Cell9210",57654.8985868254,9210,9310,77,69,"White","#8c510a"
"Type2_4608","Type2","Cell9211",59545.2261336575,9211,9312,77,71,"White","#8c510a"
"Type2_4609","Type2","Cell9212",66911.6781134234,9212,9313,77,72,"White","#8c510a"
"Type1_4604","Type1","Cell9213",71412.3061089134,9213,9120,75,119,"Black","#35978f"
"Type1_4605","Type1","Cell9214",68418.6665877676,9214,9123,76,2,"White","#35978f"
"Type2_4610","Type2","Cell9215",66114.1885272069,9215,9314,77,73,"White","#8c510a"
"Type2_4611","Type2","Cell9216",49066.8804559451,9216,9315,77,74,"White","#8c510a"
"Type2_4612","Type2","Cell9217",45442.7536818939,9217,9317,77,76,"Black","#8c510a"
"Type1_4606","Type1","Cell9218",66054.5057934295,9218,9133,76,12,"White","#35978f"
"Type2_4613","Type2","Cell9219",58207.2704605751,9219,9319,77,78,"Black","#8c510a"
"Type1_4607","Type1","Cell9220",68911.1080103651,9220,9136,76,15,"Black","#35978f"
"Type1_4608","Type1","Cell9221",62654.8108188345,9221,9137,76,16,"Black","#35978f"
"Type2_4614","Type2","Cell9222",62125.5204716972,9222,9328,77,87,"Black","#8c510a"
"Type1_4609","Type1","Cell9223",69531.6525432901,9223,9138,76,17,"Black","#35978f"
"Type1_4610","Type1","Cell9224",55686.016974192,9224,9139,76,18,"Black","#35978f"
"Type2_4615","Type2","Cell9225",58780.5725582555,9225,9331,77,90,"White","#8c510a"
"Type1_4611","Type1","Cell9226",47337.9410617415,9226,9140,76,19,"Black","#35978f"
"Type2_4616","Type2","Cell9227",64148.950963616,9227,9332,77,91,"White","#8c510a"
"Type1_4612","Type1","Cell9228",81414.0363069164,9228,9142,76,21,"Black","#35978f"
"Type1_4613","Type1","Cell9229",97907.180366489,9229,9143,76,22,"Black","#35978f"
"Type1_4614","Type1","Cell9230",63204.5050781922,9230,9145,76,24,"Black","#35978f"
"Type1_4615","Type1","Cell9231",66384.694103582,9231,9148,76,27,"Black","#35978f"
"Type2_4617","Type2","Cell9232",61493.6954900651,9232,9333,77,92,"White","#8c510a"
"Type2_4618","Type2","Cell9233",48665.541840953,9233,9334,77,93,"White","#8c510a"
"Type1_4616","Type1","Cell9234",58386.3456021675,9234,9149,76,28,"Black","#35978f"
"Type1_4617","Type1","Cell9235",48493.368464835,9235,9150,76,29,"Black","#35978f"
"Type1_4618","Type1","Cell9236",81024.838571492,9236,9152,76,31,"White","#35978f"
"Type1_4619","Type1","Cell9237",78865.4654938196,9237,9158,76,37,"White","#35978f"
"Type2_4619","Type2","Cell9238",53095.279545357,9238,9336,77,95,"White","#8c510a"
"Type2_4620","Type2","Cell9239",40397.1731894281,9239,9338,77,97,"White","#8c510a"
"Type2_4621","Type2","Cell9240",45897.5650614419,9240,9339,77,98,"White","#8c510a"
"Type2_4622","Type2","Cell9241",55899.3521015555,9241,9340,77,99,"White","#8c510a"
"Type2_4623","Type2","Cell9242",74319.4289845251,9242,9341,77,100,"White","#8c510a"
"Type2_4624","Type2","Cell9243",47842.3954571956,9243,9343,77,102,"White","#8c510a"
"Type2_4625","Type2","Cell9244",68953.5643058593,9244,9345,77,104,"White","#8c510a"
"Type1_4620","Type1","Cell9245",53740.7607850314,9245,9160,76,39,"White","#35978f"
"Type1_4621","Type1","Cell9246",84413.9876423409,9246,9161,76,40,"White","#35978f"
"Type2_4626","Type2","Cell9247",49465.110689888,9247,9351,77,110,"Black","#8c510a"
"Type2_4627","Type2","Cell9248",69300.5799260342,9248,9357,77,116,"Black","#8c510a"
"Type1_4622","Type1","Cell9249",68863.9059147152,9249,9165,76,44,"White","#35978f"
"Type1_4623","Type1","Cell9250",79304.0102574189,9250,9166,76,45,"Black","#35978f"
"Type2_4628","Type2","Cell9251",56855.8740250308,9251,9358,77,117,"Black","#8c510a"
"Type1_4624","Type1","Cell9252",57944.3906346221,9252,9167,76,46,"Black","#35978f"
"Type1_4625","Type1","Cell9253",58386.8393402311,9253,9168,76,47,"Black","#35978f"
"Type1_4626","Type1","Cell9254",90788.8697493252,9254,9169,76,48,"Black","#35978f"
"Type1_4627","Type1","Cell9255",63617.5527513825,9255,9170,76,49,"Black","#35978f"
"Type2_4629","Type2","Cell9256",45242.2074469629,9256,9361,78,0,"White","#8c510a"
"Type2_4630","Type2","Cell9257",58755.9091767787,9257,9363,78,2,"White","#8c510a"
"Type1_4628","Type1","Cell9258",69085.208550832,9258,9171,76,50,"Black","#35978f"
"Type2_4631","Type2","Cell9259",57896.8493305525,9259,9364,78,3,"White","#8c510a"
"Type2_4632","Type2","Cell9260",48976.3071933718,9260,9365,78,4,"White","#8c510a"
"Type2_4633","Type2","Cell9261",49481.9083063404,9261,9366,78,5,"White","#8c510a"
"Type2_4634","Type2","Cell9262",71706.048460503,9262,9367,78,6,"White","#8c510a"
"Type2_4635","Type2","Cell9263",91443.4632203524,9263,9368,78,7,"White","#8c510a"
"Type2_4636","Type2","Cell9264",58159.1717794474,9264,9370,78,9,"White","#8c510a"
"Type1_4629","Type1","Cell9265",71367.1419128967,9265,9172,76,51,"Black","#35978f"
"Type1_4630","Type1","Cell9266",64397.4413027563,9266,9174,76,53,"Black","#35978f"
"Type2_4637","Type2","Cell9267",55633.2260691994,9267,9373,78,12,"White","#8c510a"
"Type2_4638","Type2","Cell9268",77116.2774692988,9268,9374,78,13,"White","#8c510a"
"Type2_4639","Type2","Cell9269",76591.0617244381,9269,9375,78,14,"White","#8c510a"
"Type2_4640","Type2","Cell9270",82571.2294125903,9270,9383,78,22,"Black","#8c510a"
"Type1_4631","Type1","Cell9271",51926.5189396213,9271,9176,76,55,"Black","#35978f"
"Type1_4632","Type1","Cell9272",65626.6663207232,9272,9177,76,56,"Black","#35978f"
"Type1_4633","Type1","Cell9273",59424.773473467,9273,9178,76,57,"Black","#35978f"
"Type2_4641","Type2","Cell9274",83284.5806396284,9274,9384,78,23,"Black","#8c510a"
"Type1_4634","Type1","Cell9275",65964.4114130127,9275,9179,76,58,"Black","#35978f"
"Type1_4635","Type1","Cell9276",46083.331665955,9276,9180,76,59,"Black","#35978f"
"Type2_4642","Type2","Cell9277",53878.4950786245,9277,9385,78,24,"Black","#8c510a"
"Type2_4643","Type2","Cell9278",66778.7524870193,9278,9387,78,26,"Black","#8c510a"
"Type2_4644","Type2","Cell9279",65956.0133723011,9279,9391,78,30,"White","#8c510a"
"Type2_4645","Type2","Cell9280",55074.6920328309,9280,9393,78,32,"White","#8c510a"
"Type2_4646","Type2","Cell9281",58488.1169666968,9281,9394,78,33,"White","#8c510a"
"Type2_4647","Type2","Cell9282",54055.7821696052,9282,9395,78,34,"White","#8c510a"
"Type2_4648","Type2","Cell9283",57613.9335754453,9283,9396,78,35,"White","#8c510a"
"Type2_4649","Type2","Cell9284",83078.3686672254,9284,9398,78,37,"White","#8c510a"
"Type1_4636","Type1","Cell9285",63630.0921655385,9285,9183,76,62,"White","#35978f"
"Type2_4650","Type2","Cell9286",54303.0444381328,9286,9399,78,38,"White","#8c510a"
"Type1_4637","Type1","Cell9287",73346.9957528028,9287,9189,76,68,"White","#35978f"
"Type1_4638","Type1","Cell9288",58295.3071356786,9288,9197,76,76,"Black","#35978f"
"Type1_4639","Type1","Cell9289",61179.403625074,9289,9198,76,77,"Black","#35978f"
"Type2_4651","Type2","Cell9290",66167.1832931351,9290,9400,78,39,"White","#8c510a"
"Type1_4640","Type1","Cell9291",73452.4522461882,9291,9199,76,78,"Black","#35978f"
"Type1_4641","Type1","Cell9292",101313.551182032,9292,9200,76,79,"Black","#35978f"
"Type1_4642","Type1","Cell9293",82706.794574776,9293,9201,76,80,"Black","#35978f"
"Type1_4643","Type1","Cell9294",70909.0304609584,9294,9202,76,81,"Black","#35978f"
"Type1_4644","Type1","Cell9295",64983.1606505818,9295,9203,76,82,"Black","#35978f"
"Type1_4645","Type1","Cell9296",76730.1460711421,9296,9204,76,83,"Black","#35978f"
"Type2_4652","Type2","Cell9297",51546.4259353109,9297,9401,78,40,"White","#8c510a"
"Type1_4646","Type1","Cell9298",72039.2629650141,9298,9206,76,85,"Black","#35978f"
"Type1_4647","Type1","Cell9299",58293.8999604487,9299,9207,76,86,"Black","#35978f"
"Type2_4653","Type2","Cell9300",88413.5986232533,9300,9402,78,41,"White","#8c510a"
"Type2_4654","Type2","Cell9301",55962.674062301,9301,9404,78,43,"White","#8c510a"
"Type2_4655","Type2","Cell9302",60500.3195323932,9302,9406,78,45,"Black","#8c510a"
"Type1_4648","Type1","Cell9303",74377.6605147255,9303,9208,76,87,"Black","#35978f"
"Type1_4649","Type1","Cell9304",55007.6157919384,9304,9209,76,88,"Black","#35978f"
"Type1_4650","Type1","Cell9305",62828.6851881483,9305,9210,76,89,"Black","#35978f"
"Type2_4656","Type2","Cell9306",75773.1691003313,9306,9407,78,46,"Black","#8c510a"
"Type1_4651","Type1","Cell9307",45674.2938350849,9307,9214,76,93,"White","#35978f"
"Type1_4652","Type1","Cell9308",49199.2453705938,9308,9217,76,96,"White","#35978f"
"Type1_4653","Type1","Cell9309",69019.1518964689,9309,9221,76,100,"White","#35978f"
"Type1_4654","Type1","Cell9310",59447.4730735414,9310,9226,76,105,"Black","#35978f"
"Type1_4655","Type1","Cell9311",60687.5243388384,9311,9227,76,106,"Black","#35978f"
"Type2_4657","Type2","Cell9312",46824.2604585737,9312,9412,78,51,"Black","#8c510a"
"Type1_4656","Type1","Cell9313",53928.9502774166,9313,9228,76,107,"Black","#35978f"
"Type2_4658","Type2","Cell9314",56758.8382554007,9314,9413,78,52,"Black","#8c510a"
"Type1_4657","Type1","Cell9315",48526.2425038255,9315,9229,76,108,"Black","#35978f"
"Type1_4658","Type1","Cell9316",52062.2535795492,9316,9231,76,110,"Black","#35978f"
"Type1_4659","Type1","Cell9317",88594.7646133392,9317,9232,76,111,"Black","#35978f"
"Type2_4659","Type2","Cell9318",40117.5123891412,9318,9414,78,53,"Black","#8c510a"
"Type1_4660","Type1","Cell9319",48994.2300683178,9319,9233,76,112,"Black","#35978f"
"Type1_4661","Type1","Cell9320",53639.3082606138,9320,9234,76,113,"Black","#35978f"
"Type1_4662","Type1","Cell9321",54780.8826486901,9321,9235,76,114,"Black","#35978f"
"Type1_4663","Type1","Cell9322",47383.1917629605,9322,9236,76,115,"Black","#35978f"
"Type1_4664","Type1","Cell9323",78801.7037244316,9323,9237,76,116,"Black","#35978f"
"Type2_4660","Type2","Cell9324",63462.6626243345,9324,9415,78,54,"Black","#8c510a"
"Type2_4661","Type2","Cell9325",42282.045502928,9325,9418,78,57,"Black","#8c510a"
"Type2_4662","Type2","Cell9326",58481.7033520824,9326,9421,78,60,"White","#8c510a"
"Type2_4663","Type2","Cell9327",72504.7276915129,9327,9424,78,63,"White","#8c510a"
"Type2_4664","Type2","Cell9328",69613.0368672844,9328,9425,78,64,"White","#8c510a"
"Type2_4665","Type2","Cell9329",53047.4344701196,9329,9427,78,66,"White","#8c510a"
"Type1_4665","Type1","Cell9330",54896.3854433448,9330,9238,76,117,"Black","#35978f"
"Type2_4666","Type2","Cell9331",54629.3165279896,9331,9428,78,67,"White","#8c510a"
"Type2_4667","Type2","Cell9332",57046.4371456536,9332,9429,78,68,"White","#8c510a"
"Type1_4666","Type1","Cell9333",77089.6908275502,9333,9239,76,118,"Black","#35978f"
"Type2_4668","Type2","Cell9334",43217.3412795026,9334,9430,78,69,"White","#8c510a"
"Type2_4669","Type2","Cell9335",73501.6480114275,9335,9431,78,70,"White","#8c510a"
"Type1_4667","Type1","Cell9336",60634.1151847705,9336,9240,76,119,"Black","#35978f"
"Type1_4668","Type1","Cell9337",49133.6949854467,9337,9242,77,1,"White","#35978f"
"Type1_4669","Type1","Cell9338",55259.7985121449,9338,9244,77,3,"White","#35978f"
"Type1_4670","Type1","Cell9339",67459.8943285108,9339,9245,77,4,"White","#35978f"
"Type1_4671","Type1","Cell9340",57200.6352559061,9340,9247,77,6,"White","#35978f"
"Type2_4670","Type2","Cell9341",64655.5305506017,9341,9432,78,71,"White","#8c510a"
"Type2_4671","Type2","Cell9342",58184.7025766808,9342,9433,78,72,"White","#8c510a"
"Type2_4672","Type2","Cell9343",82306.900706492,9343,9434,78,73,"White","#8c510a"
"Type2_4673","Type2","Cell9344",49067.5489736871,9344,9440,78,79,"Black","#8c510a"
"Type1_4672","Type1","Cell9345",63019.0937037447,9345,9249,77,8,"White","#35978f"
"Type2_4674","Type2","Cell9346",48790.4532228962,9346,9443,78,82,"Black","#8c510a"
"Type1_4673","Type1","Cell9347",83514.4685739122,9347,9250,77,9,"White","#35978f"
"Type1_4674","Type1","Cell9348",63640.5319428026,9348,9257,77,16,"Black","#35978f"
"Type2_4675","Type2","Cell9349",50911.4193847141,9349,9444,78,83,"Black","#8c510a"
"Type1_4675","Type1","Cell9350",56921.5160372425,9350,9258,77,17,"Black","#35978f"
"Type2_4676","Type2","Cell9351",58130.00042605,9351,9451,78,90,"White","#8c510a"
"Type1_4676","Type1","Cell9352",45743.6587524713,9352,9259,77,18,"Black","#35978f"
"Type2_4677","Type2","Cell9353",69428.7934362337,9353,9452,78,91,"White","#8c510a"
"Type1_4677","Type1","Cell9354",54128.434346698,9354,9261,77,20,"Black","#35978f"
"Type2_4678","Type2","Cell9355",63496.2194380268,9355,9455,78,94,"White","#8c510a"
"Type1_4678","Type1","Cell9356",51628.5950487359,9356,9262,77,21,"Black","#35978f"
"Type1_4679","Type1","Cell9357",60361.0617657043,9357,9264,77,23,"Black","#35978f"
"Type1_4680","Type1","Cell9358",76874.0992848615,9358,9265,77,24,"Black","#35978f"
"Type1_4681","Type1","Cell9359",61403.4847858932,9359,9266,77,25,"Black","#35978f"
"Type1_4682","Type1","Cell9360",81689.6631781213,9360,9267,77,26,"Black","#35978f"
"Type2_4679","Type2","Cell9361",50593.2323964168,9361,9456,78,95,"White","#8c510a"
"Type1_4683","Type1","Cell9362",43711.2606724181,9362,9268,77,27,"Black","#35978f"
"Type2_4680","Type2","Cell9363",72748.7389293982,9363,9457,78,96,"White","#8c510a"
"Type2_4681","Type2","Cell9364",56302.0512926702,9364,9459,78,98,"White","#8c510a"
"Type2_4682","Type2","Cell9365",62851.624392648,9365,9460,78,99,"White","#8c510a"
"Type2_4683","Type2","Cell9366",46261.5428826232,9366,9461,78,100,"White","#8c510a"
"Type2_4684","Type2","Cell9367",67356.2339297874,9367,9462,78,101,"White","#8c510a"
"Type2_4685","Type2","Cell9368",44548.5463431505,9368,9464,78,103,"White","#8c510a"
"Type2_4686","Type2","Cell9369",39418.6493591829,9369,9465,78,104,"White","#8c510a"
"Type2_4687","Type2","Cell9370",61521.9742878407,9370,9470,78,109,"Black","#8c510a"
"Type1_4684","Type1","Cell9371",53494.6857632652,9371,9269,77,28,"Black","#35978f"
"Type1_4685","Type1","Cell9372",63198.293365629,9372,9272,77,31,"White","#35978f"
"Type2_4688","Type2","Cell9373",80548.1784529426,9373,9473,78,112,"Black","#8c510a"
"Type1_4686","Type1","Cell9374",77027.843193961,9374,9273,77,32,"White","#35978f"
"Type1_4687","Type1","Cell9375",79595.6357916688,9375,9281,77,40,"White","#35978f"
"Type1_4688","Type1","Cell9376",64333.0389925934,9376,9286,77,45,"Black","#35978f"
"Type1_4689","Type1","Cell9377",45346.1459695076,9377,9287,77,46,"Black","#35978f"
"Type1_4690","Type1","Cell9378",51940.5291648686,9378,9288,77,47,"Black","#35978f"
"Type1_4691","Type1","Cell9379",71714.5798851546,9379,9289,77,48,"Black","#35978f"
"Type1_4692","Type1","Cell9380",52770.056653635,9380,9291,77,50,"Black","#35978f"
"Type2_4689","Type2","Cell9381",41431.2483039571,9381,9479,78,118,"Black","#8c510a"
"Type1_4693","Type1","Cell9382",124982.348540037,9382,9292,77,51,"Black","#35978f"
"Type1_4694","Type1","Cell9383",41532.308525539,9383,9293,77,52,"Black","#35978f"
"Type2_4690","Type2","Cell9384",74972.3821686271,9384,9481,79,0,"White","#8c510a"
"Type2_4691","Type2","Cell9385",61185.3808385988,9385,9482,79,1,"White","#8c510a"
"Type2_4692","Type2","Cell9386",60886.6502414941,9386,9483,79,2,"White","#8c510a"
"Type1_4695","Type1","Cell9387",62624.6875392869,9387,9294,77,53,"Black","#35978f"
"Type1_4696","Type1","Cell9388",91835.9052713094,9388,9295,77,54,"Black","#35978f"
"Type2_4693","Type2","Cell9389",71801.3530171434,9389,9484,79,3,"White","#8c510a"
"Type1_4697","Type1","Cell9390",68698.6385906932,9390,9299,77,58,"Black","#35978f"
"Type1_4698","Type1","Cell9391",45993.6131117571,9391,9300,77,59,"Black","#35978f"
"Type1_4699","Type1","Cell9392",58943.4313920996,9392,9301,77,60,"White","#35978f"
"Type2_4694","Type2","Cell9393",85525.172063301,9393,9485,79,4,"White","#8c510a"
"Type1_4700","Type1","Cell9394",41273.0682841583,9394,9302,77,61,"White","#35978f"
"Type1_4701","Type1","Cell9395",55888.2382452856,9395,9303,77,62,"White","#35978f"
"Type1_4702","Type1","Cell9396",70017.8868002337,9396,9305,77,64,"White","#35978f"
"Type1_4703","Type1","Cell9397",46990.2955400714,9397,9307,77,66,"White","#35978f"
"Type1_4704","Type1","Cell9398",44322.9924581377,9398,9311,77,70,"White","#35978f"
"Type1_4705","Type1","Cell9399",56312.4068257602,9399,9316,77,75,"Black","#35978f"
"Type1_4706","Type1","Cell9400",55642.6187062228,9400,9318,77,77,"Black","#35978f"
"Type2_4695","Type2","Cell9401",59074.1441739007,9401,9486,79,5,"White","#8c510a"
"Type2_4696","Type2","Cell9402",54384.9426593069,9402,9487,79,6,"White","#8c510a"
"Type1_4707","Type1","Cell9403",69007.8661960302,9403,9320,77,79,"Black","#35978f"
"Type1_4708","Type1","Cell9404",66897.2085702683,9404,9321,77,80,"Black","#35978f"
"Type1_4709","Type1","Cell9405",70704.3618829214,9405,9322,77,81,"Black","#35978f"
"Type1_4710","Type1","Cell9406",50799.5507240198,9406,9323,77,82,"Black","#35978f"
"Type1_4711","Type1","Cell9407",54162.2459451186,9407,9324,77,83,"Black","#35978f"
"Type1_4712","Type1","Cell9408",80490.8034091878,9408,9325,77,84,"Black","#35978f"
"Type2_4697","Type2","Cell9409",68906.3797285655,9409,9488,79,7,"White","#8c510a"
"Type1_4713","Type1","Cell9410",69451.0883931875,9410,9326,77,85,"Black","#35978f"
"Type2_4698","Type2","Cell9411",47405.0317659866,9411,9489,79,8,"White","#8c510a"
"Type1_4714","Type1","Cell9412",56537.3118432941,9412,9327,77,86,"Black","#35978f"
"Type2_4699","Type2","Cell9413",48540.2761626704,9413,9492,79,11,"White","#8c510a"
"Type2_4700","Type2","Cell9414",47963.7965111908,9414,9493,79,12,"White","#8c510a"
"Type2_4701","Type2","Cell9415",56564.3825630483,9415,9494,79,13,"White","#8c510a"
"Type2_4702","Type2","Cell9416",58269.9319445586,9416,9495,79,14,"White","#8c510a"
"Type1_4715","Type1","Cell9417",47397.1907412043,9417,9329,77,88,"Black","#35978f"
"Type2_4703","Type2","Cell9418",70277.2655410765,9418,9496,79,15,"Black","#8c510a"
"Type2_4704","Type2","Cell9419",66585.7189256011,9419,9503,79,22,"Black","#8c510a"
"Type2_4705","Type2","Cell9420",53397.9647756026,9420,9504,79,23,"Black","#8c510a"
"Type1_4716","Type1","Cell9421",42624.4919330054,9421,9330,77,89,"Black","#35978f"
"Type1_4717","Type1","Cell9422",55241.6190299797,9422,9335,77,94,"White","#35978f"
"Type1_4718","Type1","Cell9423",66312.7259245199,9423,9337,77,96,"White","#35978f"
"Type1_4719","Type1","Cell9424",70721.0757403101,9424,9342,77,101,"White","#35978f"
"Type2_4706","Type2","Cell9425",58558.0075241885,9425,9505,79,24,"Black","#8c510a"
"Type2_4707","Type2","Cell9426",61812.7615545401,9426,9508,79,27,"Black","#8c510a"
"Type2_4708","Type2","Cell9427",52165.0315091099,9427,9511,79,30,"White","#8c510a"
"Type1_4720","Type1","Cell9428",54772.5265748613,9428,9344,77,103,"White","#35978f"
"Type2_4709","Type2","Cell9429",71787.2625308132,9429,9512,79,31,"White","#8c510a"
"Type2_4710","Type2","Cell9430",54973.9092308532,9430,9514,79,33,"White","#8c510a"
"Type2_4711","Type2","Cell9431",62185.1110397451,9431,9515,79,34,"White","#8c510a"
"Type2_4712","Type2","Cell9432",83847.4993553015,9432,9516,79,35,"White","#8c510a"
"Type1_4721","Type1","Cell9433",53615.2426891596,9433,9346,77,105,"Black","#35978f"
"Type2_4713","Type2","Cell9434",73357.4946314439,9434,9517,79,36,"White","#8c510a"
"Type1_4722","Type1","Cell9435",72326.3890034459,9435,9347,77,106,"Black","#35978f"
"Type2_4714","Type2","Cell9436",52582.5866191052,9436,9519,79,38,"White","#8c510a"
"Type2_4715","Type2","Cell9437",59333.4218598002,9437,9521,79,40,"White","#8c510a"
"Type1_4723","Type1","Cell9438",64696.5001250861,9438,9348,77,107,"Black","#35978f"
"Type1_4724","Type1","Cell9439",59110.8112489381,9439,9349,77,108,"Black","#35978f"
"Type1_4725","Type1","Cell9440",55415.182804774,9440,9350,77,109,"Black","#35978f"
"Type1_4726","Type1","Cell9441",67882.2160788031,9441,9352,77,111,"Black","#35978f"
"Type2_4716","Type2","Cell9442",68284.7347487422,9442,9523,79,42,"White","#8c510a"
"Type2_4717","Type2","Cell9443",61121.8823202628,9443,9524,79,43,"White","#8c510a"
"Type1_4727","Type1","Cell9444",52328.5511938673,9444,9353,77,112,"Black","#35978f"
"Type2_4718","Type2","Cell9445",72005.7183258555,9445,9525,79,44,"White","#8c510a"
"Type1_4728","Type1","Cell9446",55184.2701986995,9446,9354,77,113,"Black","#35978f"
